,pref_name,station_cd,station_g_cd,station_name,post,add,lon,lat,open_ymd,close_ymd,e_status,x,y,line_name
157,北海道,1110611,1110611,布部,076-0004,富良野市字布部市街地,142.400595,43.291991,,,0,1424005.95,-432919.91,JR根室本線(滝川～新得)
158,北海道,1110612,1110612,山部,079-1564,北海道富良野市字山部市山部中町,142.381522,43.244645,,,0,1423815.22,-432446.45,JR根室本線(滝川～新得)
159,北海道,1110613,1110613,下金山,079-2132,空知郡南富良野町字下金山,142.415402,43.197328,,,0,1424154.02,-431973.28,JR根室本線(滝川～新得)
160,北海道,1110614,1110614,金山,079-2131,空知郡南富良野町字金山,142.416201,43.136115,,,0,1424162.01,-431361.15,JR根室本線(滝川～新得)
161,北海道,1110615,1110615,東鹿越,079-2411,空知郡南富良野町東鹿越,142.523472,43.164011,,,0,1425234.72,-431640.11,JR根室本線(滝川～新得)
162,北海道,1110616,1110616,幾寅,079-2401,空知郡南富良野町幾寅仲町,142.569474,43.161582,,,0,1425694.74,-431615.82,JR根室本線(滝川～新得)
163,北海道,1110617,1110617,落合,079-2551,空知郡南富良野町落合,142.669104,43.125055,,,0,1426691.04,-431250.55,JR根室本線(滝川～新得)
164,北海道,1110618,1110618,新得,081-0005,上川郡新得町本通北１丁目,142.832432,43.082501,,,0,1428324.32,-430825.01,JR根室本線(滝川～新得)
165,北海道,1110701,1110618,新得,081-0005,上川郡新得町本通北１丁目,142.832432,43.082501,,,0,1428324.32,-430825.01,JR根室本線(新得～釧路)
166,北海道,1110702,1110702,十勝清水,089-0136,上川郡清水町本通１丁目,142.879535,43.012892,,,0,1428795.35,-430128.92,JR根室本線(新得～釧路)
